"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HWNMHK7U","journalArticle","2014","Ge, Yonghong; Guest, David I.; Bi, Yang","Differences in the Induction of Defence Responses in Resistant and Susceptible Muskmelon Plants Infected with Colletotrichum lagenarium","Journal of Phytopathology","","1439-0434","10.1111/jph.12158","http://dx.doi.org/10.1111/jph.12158","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","48-54","","1","162","","","","","","","","","","","","","","","","","JPHY-13-099  bibtex: JPH:JPH12158  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/jph.12158]","","","","Colletotrichum lagenarium; muskmelon; pathogenesis-related proteins; phenylpropanoid pathway; reactive oxygen species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5NTETVS","journalArticle","2015","Lu, Chenchen; Dai, Tingting; Zhang, HaiFeng; Wang, YuanChao; Zheng, XiaoBo","Development of a Loop-Mediated Isothermal Amplification Assay to Detect Fusarium oxysporum","Journal of Phytopathology","","1439-0434","10.1111/jph.12259","http://dx.doi.org/10.1111/jph.12259","","2015","2017-04-11 08:32:48","2017-04-11 08:32:48","","63-66","","1","163","","","","","","","","","","","","","","","","","jphy-13-456  bibtex: JPH:JPH12259  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/jph.12259]","","","","CYP51C; Fusarium oxysporum; loop-mediated isothermal amplification; SYBR Green I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3NTW4SJ","journalArticle","2015","Mondino, Pedro; Casanova, Leticia; Celio, Antonella; Bentancur, Oscar; Leoni, Carolina; Alaniz, Sandra","Sensitivity of Venturia inaequalis to Trifloxystrobin and Difenoconazole in Uruguay","Journal of Phytopathology","","1439-0434","10.1111/jph.12274","http://dx.doi.org/10.1111/jph.12274","","2015","2017-04-11 08:32:48","2017-04-11 08:32:48","","1-10","","1","163","","","","","","","","","","","","","","","","","JPHY-13-513  bibtex: JPH:JPH12274  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/jph.12274]","","","","apple scab; DMIs; fungicide resistance; QoI; single-assessment concentration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T29XUBAP","journalArticle","2014","Yang, Fan; Korban, Schuyler S.; Pusey, P. Lawrence; Elofsson, Michael; Sundin, George W.; Zhao, Youfu","Small-molecule inhibitors suppress the expression of both type III secretion and amylovoran biosynthesis genes in Erwinia amylovora","Molecular Plant Pathology","","1364-3703","10.1111/mpp.12064","http://dx.doi.org/10.1111/mpp.12064","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","44-57","","1","15","","","","","","","","","","","","","","","","","bibtex: MPP:MPP12064  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/mpp.12064]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWV5FJTH","journalArticle","2014","Rao, Suryadevara S.; El-Habbak, Mohamed H.; Havens, Wendy M.; Singh, Ajay; Zheng, Danman; Vaughn, Laura; Haudenshield, James S.; Hartman, Glen L.; Korban, Schuyler S.; Ghabrial, Said A.","Overexpression of GmCaM4 in soybean enhances resistance to pathogens and tolerance to salt stress","Molecular Plant Pathology","","1364-3703","10.1111/mpp.12075","http://dx.doi.org/10.1111/mpp.12075","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","145-160","","2","15","","","","","","","","","","","","","","","","","bibtex: MPP:MPP12075  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/mpp.12075]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAJHEWS2","journalArticle","2015","Bartoli, Claudia; Lamichhane, Jay Ram; Berge, Odile; Guilbaud, Caroline; Varvaro, Leonardo; Balestra, Giorgio M.; Vinatzer, Boris A.; Morris, Cindy E.","A framework to gauge the epidemic potential of plant pathogens in environmental reservoirs: the example of kiwifruit canker","Molecular Plant Pathology","","1364-3703","10.1111/mpp.12167","http://dx.doi.org/10.1111/mpp.12167","","2015","2017-04-11 08:32:48","2017-04-11 08:32:48","","137-149","","2","16","","","","","","","","","","","","","","","","","bibtex: MPP:MPP12167  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/mpp.12167]","","","","co-existence; effector repertoire; emerging pathogens; host range","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RR978NXI","journalArticle","2016","Mbenoun, M.; Wingfield, M. J.; Begoude Boyogueno, A. D.; Nsouga Amougou, F.; Petchayo Tigang, S.; ten Hoopen, G. M.; Mfegue, C. V.; Dibog, L.; Nyassé, S.; Wingfield, B. D.; Roux, J.","Diversity and pathogenicity of the Ceratocystidaceae associated with cacao agroforests in Cameroon","Plant Pathology","","1365-3059","10.1111/ppa.12400","http://dx.doi.org/10.1111/ppa.12400","","2016","2017-04-11 08:32:48","2017-04-11 08:32:48","","64-78","","1","65","","","","","","","","","","","","","","","","","bibtex: PPA:PPA12400  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/ppa.12400]","","","","Ceratocystis; crop protection; emerging diseases; fungal pathogens; nitidulid beetles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIPMP4HB","journalArticle","2014","Pestana, Margarida; Rodrigues, Mónica; Teixeira, Lucília; Abrantes, Isabel de O.; Gouveia, Manuela; Cordeiro, Nereida","evaluation of nematicidal properties of and extracts on","Nematology","","","https://doi.org/10.1163/15685411-00002743","http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002743","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","41-51","","1","16","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/15685411-00002743  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002743;bdsk-url-2=https://doi.org/10.1163/15685411-00002743]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUE5GK45","journalArticle","2014","Cabasan, Ma. Teodora Nadong; Kumar, Arvind; Bellafiore, Stéphane; De Waele, Dirk","Histopathology of the rice root-knot nematode, , on and","Nematology","","","https://doi.org/10.1163/15685411-00002746","http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002746","","2014","2017-04-11 08:32:48","2017-04-11 08:32:48","","73-81","","1","16","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/15685411-00002746  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002746;bdsk-url-2=https://doi.org/10.1163/15685411-00002746]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6RQZF9Z","journalArticle","2016","Biela, Fabio; Dias-Arieira, Claudia Regina; Machado, Andressa Cristina Zamboni; Santana-Gomes, Simone de Melo; Cardoso, Michelly Ragazzi; Hernandes, Isabela; Mattei, Danielle","Host status and phenotypic diversity of rice genotypes in relation to resistance","Nematology","","","https://doi.org/10.1163/15685411-00002938","http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002938","","2016","2017-04-11 08:32:48","2017-04-11 08:32:48","","15-21","","1","18","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/15685411-00002938  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002938;bdsk-url-2=https://doi.org/10.1163/15685411-00002938]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7CWKCJF","journalArticle","2016","Sapkota, Rumakanta; Skantar, Andrea M.; Nicolaisen, Mogens","A TaqMan real-time PCR assay for detection of in root galls and in soil","Nematology","","","https://doi.org/10.1163/15685411-00002950","http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002950","","2016","2017-04-11 08:32:48","2017-04-11 08:32:48","","147-154","","2","18","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/15685411-00002950  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/15685411-00002950;bdsk-url-2=https://doi.org/10.1163/15685411-00002950]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AV586VU","journalArticle","2012","Trinh, Phap Q.; Waeyenberge, Lieven; Nguyen, Chau N.; Moens, Maurice","Morphological and molecular diversity of on coffee in Vietnam and description of sp. n. from Robusta coffee","Nematology","","","https://doi.org/10.1163/138855411X578374","http://booksandjournals.brillonline.com/content/journals/10.1163/138855411x578374","","2012","2017-04-11 08:32:48","2017-04-11 08:32:48","","65-83","","1","14","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/138855411x578374  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/138855411x578374;bdsk-url-2=https://doi.org/10.1163/138855411X578374]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BW9KUF37","journalArticle","2012","Holajjer, Prasanna; Kamra, Anju; Gaur, Hari S.; Dhar, Dolly Wattal","nematicidal activity of a terrestrial cyanobacterium, , towards plant-parasitic nematodes","Nematology","","","https://doi.org/10.1163/138855411X578879","http://booksandjournals.brillonline.com/content/journals/10.1163/138855411x578879","","2012","2017-04-11 08:32:48","2017-04-11 08:32:48","","85-92","","1","14","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/138855411x578879  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/138855411x578879;bdsk-url-2=https://doi.org/10.1163/138855411X578879]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPPD7DXZ","journalArticle","2012","Huang, Ren-E; Ye, Weimin; Liang, Jun; Lu, Quan; Zhang, Xing-Yao","n. sp. and (Nematoda: Aphelenchoidinae) from Simao pine in Yunnan Province, China","Nematology","","","https://doi.org/10.1163/138855411X579418","http://booksandjournals.brillonline.com/content/journals/10.1163/138855411x579418","","2012","2017-04-11 08:32:48","2017-04-11 08:32:48","","93-108","","1","14","","","","","","","","","","","","","","","","","bibtex: :/content/journals/10.1163/138855411x579418  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://booksandjournals.brillonline.com/content/journals/10.1163/138855411x579418;bdsk-url-2=https://doi.org/10.1163/138855411X579418]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWSVZ9T4","journalArticle","2016","Fernández-Calvino, Lourdes; Guzmán-Benito, Irene; del Toro, Francisco J.; Donaire, Livia; Castro-Sanz, Ana B.; Ruíz-Ferrer, Virginia; Llave, César","Activation of senescence-associated Dark-inducible (DIN) genes during infection contributes to enhanced susceptibility to plant viruses","Molecular Plant Pathology","","1364-3703","10.1111/mpp.12257","http://dx.doi.org/10.1111/mpp.12257","","2016","2017-04-11 08:32:48","2017-04-11 08:32:48","","3-15","","1","17","","","","","","","","","","","","","","","","","bibtex: MPP:MPP12257  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/mpp.12257]","","","","Arabidopsis thaliana; Dark-inducible (DIN) genes; Nicotiana benthamiana; plant viruses; Potato virus X; senescence-associated genes; Tobacco rattle virus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSRAQG95","journalArticle","2016","Mesarich, Carl H.; Stergiopoulos, Ioannis; Beenen, Henriek G.; Cordovez, Viviane; Guo, Yanan; Karimi Jashni, Mansoor; Bradshaw, Rosie E.; de Wit, Pierre J. G. M.","A conserved proline residue in Dothideomycete Avr4 effector proteins is required to trigger a Cf-4-dependent hypersensitive response","Molecular Plant Pathology","","1364-3703","10.1111/mpp.12265","http://dx.doi.org/10.1111/mpp.12265","","2016","2017-04-11 08:32:48","2017-04-11 08:32:48","","84-95","","1","17","","","","","","","","","","","","","","","","","bibtex: MPP:MPP12265  bibtex[date-added=2017-04-11 08:23:39 +0000;date-modified=2017-04-11 08:23:39 +0000;bdsk-url-1=http://dx.doi.org/10.1111/mpp.12265]","","","","Avr4 effectors; Cf-4 immune receptor; hypersensitive response","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
